content_id,title,url,subscribers,reviews,lectures,level,duration,main_topics
1225564,Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,59,8,7,Expert Level,0.5833333333333334,Business Finance
774174,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,https://www.udemy.com/bitcoin-podcast/,10670,444,15,All Levels,1.0,Business Finance
294292,Technical Analysis 101: Ten Primary Candlestick Reversals,https://www.udemy.com/trading-stocks-successfully-01-ten-primary-reversal-patterns/,1741,85,84,All Levels,7.0,Business Finance
189160,Financial Analysis:  A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,19614,635,14,All Levels,1.5,Business Finance
1000136,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",https://www.udemy.com/basics-of-fixed-income-valuation-cfa-level-i-2017-prep/,4,0,14,Beginner Level,3.5,Business Finance
1232382,Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,1,0,9,Intermediate Level,1.5,Business Finance
1058530,"How to Get Growing, Passive Income from the Fortune 500!",https://www.udemy.com/how-to-get-growing-passive-income-from-the-fortune-500/,4,0,12,All Levels,1.0,Business Finance
994118,Managing Budgets in the Public and Non Profit Sector,https://www.udemy.com/managing-budgets-in-the-public-and-non-profit-sector/,4,0,20,All Levels,2.0,Business Finance
621014,System of Asset Management for Professionals (SAMP),https://www.udemy.com/professional_asset_management_system/,8,1,8,Expert Level,1.0,Business Finance
673750,How to invest in Forex Trading & add an additional income,https://www.udemy.com/forex-truth-fundamentals-and-understanding/,8,2,14,All Levels,2.0,Business Finance
390510,Tax made simple for Limited Company Owners and Contractors,https://www.udemy.com/tax-made-simple-for-limited-company-owners-and-contractors/,11,0,57,All Levels,3.0,Business Finance
282044,Introduction to the 8 Pillars for Accountants,https://www.udemy.com/8-pillars-for-accountants-introduction/,18,0,33,Beginner Level,0.6166666666666667,Business Finance
118836,FX Trading for Beginners,https://www.udemy.com/fx-trading-for-beginners/,16,0,22,All Levels,1.5,Business Finance
849632,Write a Successful Business Grant Proposal,https://www.udemy.com/write-a-successful-business-grant-proposal/,6,0,23,Beginner Level,2.5,Business Finance
904240,A Guide To Trade Binary Options Like An Expert,https://www.udemy.com/a-guide-to-trade-binary-options-like-an-expert/,4,0,21,All Levels,1.0,Business Finance
1165780,Ratio analysis for bankers and credit analysts,https://www.udemy.com/ratio-analysis-for-bankers-and-credit-analysts/,1,0,13,Beginner Level,3.0,Business Finance
304424,Numbers for the  Business Plan,https://www.udemy.com/numbers-for-the-business-plan/,210,1,12,All Levels,1.5,Business Finance
1246684,Dash Crypto Currency Technical and Trading Overview Bootcamp,https://www.udemy.com/introduction-to-dash-crypto-currency-technical-overview/,4,1,14,All Levels,1.0,Business Finance
591880,1 - Concepts of Statistics For Beginners Step by Step,https://www.udemy.com/concepts-of-statistics/,273,4,15,Beginner Level,0.5166666666666666,Business Finance
155616,4. Ordinary Simple Annuities: The Basics,https://www.udemy.com/ordinary-simple-annuities-the-basics/,237,1,17,All Levels,1.5,Business Finance
1185936,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,https://www.udemy.com/arabic-forex-education-by-pforex/,368,3,69,All Levels,20.5,Business Finance
65802,Financial Risk Manager (FRM) Certification: Level II,https://www.udemy.com/financial-risk-manager-frm-certification-level-ii/,86,7,87,All Levels,47.0,Business Finance
229360,Level 1 2014 CFA® Program – Corporate Finance,https://www.udemy.com/level-1-2014-cfa-program-corporate-finance/,204,1,18,All Levels,3.0,Business Finance
159388,3. Compound Interest ,https://www.udemy.com/compound-interest/,570,2,21,All Levels,2.0,Business Finance
172298,8. Amortization Schedules,https://www.udemy.com/amortization-schedules/,225,1,5,All Levels,1.0,Business Finance
570996,Finance Fundamentals for Non Finance Leaders,https://www.udemy.com/finance-fundamentals-for-business-leaders/,37,7,15,All Levels,1.0,Business Finance
944594,Strategy layout and Backtesting,https://www.udemy.com/strategy-layout-and-backtesting/,36,2,24,Expert Level,4.0,Business Finance
81064,Easy Forex and Futures Trading,https://www.udemy.com/easy-forex-and-futures-trading/,218,5,66,All Levels,14.5,Business Finance
364034,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,https://www.udemy.com/finanzas-y-analisis-financiero-manejo-seguro-de-negocios/,50,18,13,Beginner Level,1.5,Business Finance
119276,Aprende a hacer paper trading (simulación) con Ninja Trader,https://www.udemy.com/aprende-a-hacer-paper-trading-simulacion-con-ninja-trader/,148,3,15,Beginner Level,1.5,Business Finance
753610,Trading mit kleinen Konten - Grundlagen die du kennen musst,https://www.udemy.com/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/,74,4,20,Beginner Level,3.5,Business Finance
616564,entiende la contabilidad y consigue un aumento de salario,https://www.udemy.com/fundamentos_de_contabilidad_foli/,260,18,17,Beginner Level,1.5,Business Finance
596026,Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,https://www.udemy.com/trading-stocks-successfully-stock-trading-introduction-arabic/,299,5,65,All Levels,2.5,Business Finance
1264512,Trading Forex  - L'analyse des volumes,https://www.udemy.com/trading-forex-lanalyse-des-volumes/,4,3,13,All Levels,2.0,Business Finance
499504,Disminuye deudas en tu hogar en menos de 30 días,https://www.udemy.com/disminuye-deudas-en-tu-hogar/,65,3,15,Beginner Level,1.5,Business Finance
903326,CPA 10 COMPLETO,https://www.udemy.com/estacio-cpa-10-anbima/,101,25,18,All Levels,5.0,Business Finance
412108,Trading Intradiario basado en Precio y Volumen,https://www.udemy.com/trading-intradiario-basado-en-precio-y-volumen/,92,15,19,Intermediate Level,1.5,Business Finance
865630,Aprenda Cálculo Financeiro de Forma Simples,https://www.udemy.com/aprenda-calculo-financeiro-de-forma-simples/,76,14,21,All Levels,2.0,Business Finance
1210062,Wie funktionieren Bitcoin? Ein Einführungskurs.,https://www.udemy.com/wie-funktionieren-bitcoin-ein-einfuhrungskurs/,14,4,14,Beginner Level,0.6166666666666667,Business Finance
1180960,Estruturação Financeira,https://www.udemy.com/estruturacao-financeira/,18,3,18,All Levels,3.5,Business Finance
660846,Five steps to becoming a winner in stock investing,https://www.udemy.com/five-steps-to-becoming-a-winner-in-stock-investing/,21,1,28,All Levels,3.0,Business Finance
829206,Financial Accounting Plus Excel and SAP Crash Course.,https://www.udemy.com/financial-accounting1/,18,2,11,Beginner Level,1.0,Business Finance
385604,Introduction to Financial Consolidation under IFRS,https://www.udemy.com/introduction-to-financial-consolidation-under-ifrs/,21,3,8,All Levels,1.5,Business Finance
302468,How to read a Profit & Loss Account and Balance Sheet,https://www.udemy.com/how-to-read-a-profit-loss-account-and-balance-sheet/,49,10,13,All Levels,2.0,Business Finance
331600,Learn Bookkeeping From Scratch,https://www.udemy.com/bookkeeping/,168,2,21,All Levels,3.0,Business Finance
557436,ACCA MA1 Management Information,https://www.udemy.com/acca-ma1-management-information/,16,1,48,Beginner Level,3.5,Business Finance
1162656,Introduction to Bitcoin for Beginners,https://www.udemy.com/introduction-to-bitcoin-for-beginners/,2,1,7,Beginner Level,0.5666666666666667,Business Finance
389834,Stock Trading: Ultimate Guide to swing trading stocks,https://www.udemy.com/swingtrading/,336,6,13,All Levels,0.6833333333333333,Business Finance
304414,Bookkeeping Systems,https://www.udemy.com/bookkeeping-systems/,20,1,9,All Levels,1.0,Business Finance
55136,Precious Metal Equities,https://www.udemy.com/precious-metal-equities/,28,1,8,All Levels,1.0,Business Finance
619792,Start Now: A Rescue Plan for Retirement Late Savers,https://www.udemy.com/start-now-a-rescue-plan-for-retirement-late-savers/,11,1,15,All Levels,0.65,Business Finance
505144,Eu Funding: Module 2 - Introduction to Horizon 2020,https://www.udemy.com/introduction-to-horizon-2020/,11,1,6,Intermediate Level,1.0,Business Finance
688244,How I Make Money Writing About Stocks Online,https://www.udemy.com/seeking-alpha-how-to-write-about-stocks-online/,360,24,12,Beginner Level,2.5,Business Finance
642060,Tradeonomics - Four Steps to Mastering Economic Indicators,https://www.udemy.com/a-laymans-guide-to-the-us-economy-demystifying-indicators/,1189,13,41,All Levels,4.0,Business Finance
114518,Improve Your Financial Literacy,https://www.udemy.com/improve-your-financial-literacy-in-less-than-three-hours/,9995,96,10,All Levels,2.0,Business Finance
1050168,Forex Trading : Power Of Moving Averages,https://www.udemy.com/forex-trading-learn-moving-averages-from-scratch-to-pro/,100,24,33,All Levels,4.0,Business Finance
666910,Demystifying Your Personal Tax Return,https://www.udemy.com/demystifying-your-personal-tax-return/,3426,27,14,Beginner Level,1.0,Business Finance
158830,Samuel and Co Trading - Stock & Forex Trading,https://www.udemy.com/samuel-co-forex-and-stock-trading/,592,109,24,All Levels,5.5,Business Finance
577256,Accounting Department's Tips & Tricks - Beginner to Advanced,https://www.udemy.com/finance-and-accounting-for-beginners/,1222,14,61,All Levels,6.0,Business Finance
192576,Certificate Program In Management Accounting,https://www.udemy.com/management-accounting/,1532,7,24,All Levels,6.0,Business Finance
662450,How I Trade Forex Successfully,https://www.udemy.com/how-trade-forex-successfully/,5768,109,12,All Levels,1.5,Business Finance
312834,Professional Trading With Institutional Supply & Demand,https://www.udemy.com/professional-trading-with-institutional-supply-demand/,343,84,37,All Levels,5.5,Business Finance
44319,Master Calendar Spreads with this live trade on Gold (GLD),https://www.udemy.com/calendar-spreads/,540,44,6,Expert Level,1.0,Business Finance
174800,Accounting 101: Guide to Business Accounting,https://www.udemy.com/book-keeping-level-1-learn-accounting-in-6-8-hours-amazing/,2031,15,29,Beginner Level,14.5,Business Finance
1179546,An Introduction to Financial Markets on Wall Street,https://www.udemy.com/an-introduction-to-financial-markets-on-wall-street/,7,1,29,All Levels,2.0,Business Finance
1239206,Win 90% of Trades; Quantitative Investments Models in Excel,https://www.udemy.com/quantitative-investments/,4,1,16,Beginner Level,1.5,Business Finance
1149564,The Forex Pivot Points Trading Strategy,https://www.udemy.com/the-forex-pivot-points-trading-strategy/,21,2,12,All Levels,2.0,Business Finance
79364,Your Business by the Numbers,https://www.udemy.com/your-business-by-the-numbers/,29,2,42,All Levels,3.0,Business Finance
917172,Forex - Trade Gartley with Precision - Complete Strategy,https://www.udemy.com/forex-trade-gartley-with-precision-complete-strategy/,50,1,23,All Levels,1.5,Business Finance
1276364,Bitcoin & Ethereum Course (2 Course Bundle),https://www.udemy.com/bitcoin-ethereum-bundle/,1,0,52,All Levels,2.5,Business Finance
1237912,Create Trading Robot Without Coding Skills!,https://www.udemy.com/algotrading/,5,0,13,All Levels,1.0,Business Finance
531710,Accounting and the Triple Bottom Line,https://www.udemy.com/accounting-and-the-triple-bottom-line/,6,2,19,Intermediate Level,0.55,Business Finance
1021760,MQL5 - Beginner To Expert,https://www.udemy.com/mql5-beginner-to-expert/,16,1,16,Beginner Level,1.5,Business Finance
193916,How to be A High Performance Insurance Broker Part 2,https://www.udemy.com/how-to-be-a-high-performance-insurance-broker-part-2/,70,3,15,All Levels,2.0,Business Finance
74016,"CFA Level I Workshop 5: Corp Finance, Quants II & Derivative",https://www.udemy.com/cfa-workshop-5/,110,1,5,All Levels,1.0,Business Finance
1073430,Xero Bookkeeping Course & Certification by Accounting Firm,https://www.udemy.com/online-bookkeeping-with-practice-and-job-recommendation/,7,3,15,Beginner Level,2.0,Business Finance
834606,Trading News Using Binary Options,https://www.udemy.com/trading-news/,1186,16,22,All Levels,1.5,Business Finance
629060,Trading Trends in ANY Market,https://www.udemy.com/trading-trends-in-the-market-stocks-futures-forex/,632,49,22,All Levels,2.0,Business Finance
698278,Financial Statements Analysis: Learn to Invest Like a Pro!,https://www.udemy.com/financial-statements-and-ratios-for-beginner-investors/,1237,54,35,Beginner Level,2.5,Business Finance
975414,Contango VXX - ETF Options Trading - Double Your Investment,https://www.udemy.com/contango-vxx-trading-idiot-proof-way-to-double-your-return/,513,20,20,All Levels,1.0,Business Finance
112296,Mergers and Acquisitions M&A Essentials You Need to Know,https://www.udemy.com/intro-to-the-ma-game/,4103,19,15,Beginner Level,1.0,Business Finance
536166,TRADING MARKET MAP,https://www.udemy.com/trading-market-map/,1489,32,27,All Levels,3.5,Business Finance
718338,How To Confidently Join The Bitcoin Revolution,https://www.udemy.com/how-to-confidently-join-the-bitcoin-revolution/,547,98,53,Beginner Level,7.0,Business Finance
996612,High Probability Trading Across Any Market: Stocks & Forex,https://www.udemy.com/motrendtum-high-probability-trading/,353,27,105,All Levels,18.5,Business Finance
941120,Option Trading for Rookies: Make & Manage Profitable Trades,https://www.udemy.com/option-trading-for-rookies-make-and-manage-profitable-option-trades/,507,19,59,All Levels,2.0,Business Finance
498488,Your First Successful Forex Trades - With Case Studies,https://www.udemy.com/success-forex/,1079,34,16,All Levels,2.5,Business Finance
364566,MCA Accountancy and Financial Management -Paper MCS 35 IGNOU,https://www.udemy.com/time-value-of-money/,3667,4,460,All Levels,43.5,Business Finance
600316,"High-Frequency Trading #1: Basics, History & Strategies",https://www.udemy.com/high-frequency-trading-1-basics-history-strategies-forex-stocks/,2222,24,11,All Levels,0.6,Business Finance
1136912,Financial Accounting - The Ultimate Beginner Course,https://www.udemy.com/financial-accounting-the-ultimate-beginner-course/,9,2,101,Beginner Level,10.0,Business Finance
239416,Level 1 2014 CFA® Program – Derivatives,https://www.udemy.com/cfa-derivatives/,225,2,17,All Levels,2.5,Business Finance
722274,The Complete Investing Guide: How to Beat Wall Street,https://www.udemy.com/the-complete-investing-guide-how-to-beat-wall-street/,13,3,25,All Levels,5.5,Business Finance
201942,"Bitcoins - Past, Present, Future",https://www.udemy.com/bitcoins-past-present-future/,373,3,14,Beginner Level,1.5,Business Finance
355798,Learn Accounting by Specific Examples - Part 1,https://www.udemy.com/accounting1/,306,0,5,All Levels,0.6333333333333333,Business Finance
702800,Forex: Presentation and  Analysis (Fundamental & Technical),https://www.udemy.com/forexpresentation-and-analysis-fundamental-and-technical/,14,3,22,Beginner Level,1.5,Business Finance
425126,Year-end QuickBooks Procedures,https://www.udemy.com/year-end-quickbooks-procedures/,51,2,10,Beginner Level,2.0,Business Finance
1013838,Price Action Gap Trading Strategies,https://www.udemy.com/gaptradingcourse/,13,2,5,Intermediate Level,1.0,Business Finance
867682,How to start a successful career in finance?,https://www.udemy.com/the-complete-guide-how-to-get-your-dream-job-in-finance/,1318,7,27,All Levels,2.0,Business Finance
239268,Level 1 2014 CFA® Program – Equity Investments,https://www.udemy.com/cfa-equity/,347,0,24,All Levels,4.5,Business Finance
361286,Wealth Management,https://www.udemy.com/austalgroupwealth-management/,274,1,21,All Levels,3.5,Business Finance
1036456,Basics of Private Equity,https://www.udemy.com/basics-of-private-equity/,9,2,6,Intermediate Level,0.6666666666666666,Business Finance
617976,Curso Completo del Mercado FOREX,https://www.udemy.com/curso-completo-del-mercado-forex/,359,86,50,All Levels,5.5,Business Finance
196620,Como Investir em Ações para Iniciantes,https://www.udemy.com/como-investir-em-acoes-para-iniciantes/,6024,890,18,All Levels,1.0,Business Finance
667332,Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx! ,https://www.udemy.com/forex-robots/,315,49,41,All Levels,5.0,Business Finance
639126,６時間でインターバンク市場を攻略！最短距離でトレード基礎力,https://www.udemy.com/startforex/,280,40,54,All Levels,4.0,Business Finance
53211,Matemática Financeira de um jeito fácil,https://www.udemy.com/matematica-financeira2/,401,67,20,All Levels,1.5,Business Finance
212952,ビットコイン生態系｜既存通貨が主役をやめる日,https://www.udemy.com/bitcoin-ecosystem/,701,55,16,Beginner Level,1.5,Business Finance
1151398,Trading Forex - Trader avec les figures harmoniques,https://www.udemy.com/trading-forex-trader-avec-les-figures-harmoniques/,57,11,23,Beginner Level,2.0,Business Finance
1016420,Введение в Финансовую Инженерию,https://www.udemy.com/quantfinance101/,205,20,20,Beginner Level,5.0,Business Finance
1178820,Aprenda a Investir no Tesouro Direto Passo a Passo,https://www.udemy.com/tesouro-direto-passo-a-passo/,62,10,19,All Levels,1.0,Business Finance
881778,資産運用の基礎を学ぶファイナンス入門,https://www.udemy.com/jun-sakai-trading-course5/,114,13,52,Beginner Level,4.0,Business Finance
173462,Aprende a invertir y deja que tu dinero trabaje para ti,https://www.udemy.com/aprende-a-invertir-y-deja-que-tu-dinero-trabaje-para-ti/,789,68,95,All Levels,14.0,Business Finance
648174,Buchführung lernen leicht gemacht,https://www.udemy.com/buchfuehrung-lernen-leicht-gemacht/,446,39,70,Beginner Level,5.0,Business Finance
517466,Day Trading: High ROI Day Trading ,https://www.udemy.com/day-trading-forex/,17,2,51,Intermediate Level,6.5,Business Finance
304422,Flow Management and Forecasting,https://www.udemy.com/cashflow-management-and-forecasting/,16,2,10,All Levels,1.0,Business Finance
177214,An Introduction to Management of Portfolios (MoP),https://www.udemy.com/an-introduction-to-management-of-portfolios-mop/,117,15,6,Beginner Level,1.5,Business Finance
73898,CFA Level I Workshop 1: Ethics and Quantitative Methods,https://www.udemy.com/cfa-workshop-1/,147,4,5,All Levels,1.0,Business Finance
671548,Accounting Basics 101 for Understanding Business,https://www.udemy.com/working-capital-formula-secrets-revealed/,7,2,18,All Levels,1.0,Business Finance
504620,Mortgage Acceleration,https://www.udemy.com/mortgage-acceleration/,247,2,17,All Levels,1.5,Business Finance
98706,Stock Market for Beginners. Learn to trade,https://www.udemy.com/stock-market-for-dummies-learn-to-trade/,143,15,42,All Levels,3.5,Business Finance
364428,CFA Corporate Finance Level 1 (Part 1),https://www.udemy.com/learn-cost-of-capital-of-business/,621,1,107,All Levels,14.5,Business Finance
560472,Trading Tips from Hedge Fund Manager,https://www.udemy.com/trading-tips-from-hedge-fund-manager/,6,2,32,All Levels,1.0,Business Finance
682986,Effective Debt Collection Strategies,https://www.udemy.com/effective-debt-collection/,5,2,16,Intermediate Level,1.5,Business Finance
270844,IAS 1-Presentation of Financial Statements ,https://www.udemy.com/ias-1-presentation-of-financial-statements/,2674,81,8,All Levels,1.0,Business Finance
507600,Stock Trading Strategies Using a D.A.R.T.,https://www.udemy.com/stock-trading-strategies-using-a-dart/,227,3,5,All Levels,1.0,Business Finance
363078,Capital Structuring Techiques for CA / CFA / CPA Exams,https://www.udemy.com/capital-structuring-decisions/,4480,12,50,Intermediate Level,7.0,Business Finance
933394,The Complete Guide to Forex Trading,https://www.udemy.com/the-complete-guide-to-forex-trading/,1329,12,33,All Levels,5.0,Business Finance
1090408,Learn How to Trade Binary Options Professionally,https://www.udemy.com/freebinaryoptions/,5144,169,7,All Levels,1.0,Business Finance
707688,Learn How to Start Small and Make It Big In Small-Cap Stocks,https://www.udemy.com/small-cap-stocks/,2635,13,29,Beginner Level,2.0,Business Finance
544176,Trading strategies with common sense technical analysis,https://www.udemy.com/trading-strategies-with-common-sense-technical-analysis/,1750,71,29,All Levels,3.0,Business Finance
392478,Startup Business: How To Raise Seed Capital,https://www.udemy.com/startup-finance-small-business-loans-and-grants/,3360,12,34,All Levels,3.0,Business Finance
613422,Business Economics - Basics (College Level),https://www.udemy.com/business-economics-basics/,3425,10,50,All Levels,4.0,Business Finance
316750,Technical Analysis 101: Master the Basics of Trading,https://www.udemy.com/master-the-basics-of-trading-through-support-and-resistance/,2688,61,50,All Levels,2.0,Business Finance
884658,Investing in Stocks? Master The Art of Covered Calls Selling,https://www.udemy.com/dont-leave-money-on-the-table-sell-covered-calls/,1095,17,35,All Levels,3.0,Business Finance
735550,How to Trade Binary Options Effectively – All Levels,https://www.udemy.com/trade-binary-options/,1680,39,17,All Levels,1.0,Business Finance
770486,Stock Market: The Zero Risk Way of Investing,https://www.udemy.com/stock-market-zero-risk-investing/,2046,14,8,Beginner Level,0.6333333333333333,Business Finance
543212,Forex Trading using professional indicators by TOP traders,https://www.udemy.com/forex-trading-using-professional-indicators-by-top-traders/,1699,40,28,All Levels,3.5,Business Finance
804298,Corporate Finance 101: Equity Valuation,https://www.udemy.com/corp-fin-101-equity-valuation/,1071,14,50,All Levels,6.0,Business Finance
707054,Trading Strategies: Find The Trading Strategy That Fits You,https://www.udemy.com/trading-strategies-find-the-trading-strategy-that-fits-you/,1037,3,12,All Levels,2.0,Business Finance
964828,Forex Trading - Learn An Effective Forex Trading Strategy,https://www.udemy.com/forex-trading-strategy-technical-analysis/,223,34,16,All Levels,1.5,Business Finance
298522,Navigate the 10-K and Other Financial Reports,https://www.udemy.com/navigate-the-10-k-and-other-financial-reports/,653,55,20,All Levels,2.5,Business Finance
1196728,From 0 to 1: Investments and Portfolio Theory,https://www.udemy.com/from-0-to-1-investments-and-portfolio-theory/,230,0,22,Beginner Level,4.5,Business Finance
255170,Bitcoin - The Complete Guide,https://www.udemy.com/bitcoin-the-complete-guide/,2281,12,24,All Levels,5.5,Business Finance
40670,Professional Trader's Mindset - Complete Forex Course,https://www.udemy.com/professional-trader-mindset/,4702,17,6,All Levels,1.0,Business Finance
737832,Bitcoin Peer Investing: How To Generate Double Digit Returns,https://www.udemy.com/bitcoin-peer-investing/,366,45,41,All Levels,2.5,Business Finance
240256,Forex Breakout Profits: The Definitive Guide,https://www.udemy.com/forex-breakout-profits-the-definitive-guide/,521,60,27,All Levels,2.5,Business Finance
931626,Learn to Trade With Fibonacci Tools,https://www.udemy.com/learn-to-trade-with-fibonacci-tools/,252,45,30,Intermediate Level,4.0,Business Finance
663022,"Investing Internationally into Real Estate, Stocks and Bonds",https://www.udemy.com/investing-internationally-into-real-estate-stocks-and-bonds/,1101,14,37,All Levels,2.0,Business Finance
1196816,From 0 to 1: Bond Theory and Valuation,https://www.udemy.com/from-0-to-1-bond-theory-and-valuation/,223,2,29,Beginner Level,4.0,Business Finance
202290,Stock Market Mastery,https://www.udemy.com/stockmarketmastery/,135,2,25,All Levels,7.5,Business Finance
690546,UK Self Assessment Tax Return Filing Online,https://www.udemy.com/uk-tax-return/,23,7,6,All Levels,0.4666666666666667,Business Finance
560218,Introduction to Financial Statements,https://www.udemy.com/introduction-to-financial-statements/,112,1,14,Beginner Level,1.5,Business Finance
253810,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",https://www.udemy.com/ias-8-accounting-policies-changes-in-accounting-estimates/,2122,30,15,All Levels,2.5,Business Finance
420926,CFA® Level 1 2014 – Financial Reporting and Analysis,https://www.udemy.com/cfa-level1-fra/,152,2,102,All Levels,10.0,Business Finance
382824,Investment Banking Operations : Securities Trade Life Cycle,https://www.udemy.com/investment-banking-operations-securities-trade-life-cycle/,267,9,10,All Levels,2.0,Business Finance
73046,CFA Level I Foundation Course: Introduction to Quants,https://www.udemy.com/cfa-foundation-quants/,155,4,11,Beginner Level,5.0,Business Finance
73860,Financial Risk Manager (FRM) Certification: Level I,https://www.udemy.com/financial-risk-manager-frm-certification-level-i/,87,25,113,All Levels,24.0,Business Finance
191588,IAS 10 - Events After Reporting Date,https://www.udemy.com/ias-10-events-after-reporting-date/,2146,35,8,All Levels,1.0,Business Finance
665866,Investment Portfolio Analysis with Excel,https://www.udemy.com/investment-portfolio-analysis-with-excel/,154,7,39,All Levels,9.0,Business Finance
73068,Introduction to the CFA Program,https://www.udemy.com/cfa-introduction/,4248,66,6,Beginner Level,1.0,Business Finance
252950,Chartered Financial Analyst (CFA) - Level 1 - FRA,https://www.udemy.com/apnacourse-cfa-1-fra/,517,5,17,Beginner Level,14.5,Business Finance
760990,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,https://www.udemy.com/excel-4-accountants-bookkeepers-master-lookup-fuctions/,2638,140,12,All Levels,1.0,Business Finance
874312,Cashflow Management for Small Businesses: A How To Guide,https://www.udemy.com/cashflow-management-for-small-businesses-a-how-to-guide/,2914,11,5,All Levels,0.6166666666666667,Business Finance
373716,Forex Basics (Professional Course Level),https://www.udemy.com/basics-of-international-finance/,6050,34,25,All Levels,1.5,Business Finance
1275790,Advanced Butterfly Spreads for Options Income Strategies,https://www.udemy.com/advanced-butterfly-spread-option-strategies/,16,1,8,Expert Level,1.0,Business Finance
836926,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,https://www.udemy.com/the-holy-grail-of-auto-trading-revealed/,3917,45,7,All Levels,1.0,Business Finance
1131122,IPO Fundamentals,https://www.udemy.com/ipo-fundamentals-basics-definition-tutorial/,1122,13,6,Beginner Level,1.0,Business Finance
595258,Finance for Non-Finance: Learn Quick and Easy,https://www.udemy.com/finance-for-non-financials-make-profitable-decisions/,4158,51,30,Beginner Level,2.5,Business Finance
1269590,Advanced Options Trading Course,https://www.udemy.com/advanced-option-trading-course/,1252,2,6,Intermediate Level,0.5333333333333333,Business Finance
611420,Statistics - Measures of Dispersion for CA / CS / CFA exams,https://www.udemy.com/measures_of_dispersion/,5108,9,13,All Levels,1.0,Business Finance
941990,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,https://www.udemy.com/make-money-work-from-home-online-trade-forex-4-beginners/,2981,23,17,Beginner Level,1.0,Business Finance
1119920,Financial Ratios Using Excel,https://www.udemy.com/financialratios/,1223,14,29,Beginner Level,1.0,Business Finance
256200,How To Start Trading Penny Stocks In 10 Easy Steps 2017,https://www.udemy.com/penny-stock-trading-analyzing-the-most-profitable-stocks/,7750,58,15,All Levels,1.5,Business Finance
207166,How to Copy the Best Traders on Etoro,https://www.udemy.com/how-to-copy-the-best-traders-on-etoro/,564,9,41,All Levels,3.5,Business Finance
390472,How To Set Up A Limited Company In The UK,https://www.udemy.com/how-to-set-up-a-limited-company-in-the-uk/,2075,69,11,Beginner Level,0.7333333333333333,Business Finance
575476,Forex trading made simple,https://www.udemy.com/forex-mentor-online-school/,45,4,31,All Levels,1.5,Business Finance
460652,Financial and Business Simulation with Microsoft Excel,https://www.udemy.com/simulation/,44,5,8,Expert Level,0.5166666666666666,Business Finance
157336,10.  Bonds and Bond Pricing,https://www.udemy.com/bonds-and-bond-pricing/,308,4,10,All Levels,1.0,Business Finance
65110,Professional Risk Manager (PRM) Certification: Level 3,https://www.udemy.com/professional-risk-manager-prm-certification-level-3/,55,5,22,All Levels,12.5,Business Finance
987682,Stocks: Quick Method to get started Investing,https://www.udemy.com/quick-method-investing/,718,13,7,Beginner Level,1.0,Business Finance
835212,The Fundamentals Of Finance For Non-Finance Professionals,https://www.udemy.com/finance-for-nonfinance/,206,3,7,All Levels,1.5,Business Finance
882276,Forex - Top Equity Management Strategy,https://www.udemy.com/forex-millionaire-money-management-strategy/,18,4,13,All Levels,0.5833333333333334,Business Finance
971110,The Truths about (in)secure Retirement,https://www.udemy.com/retirement-planning-calculator/,86,6,32,Intermediate Level,4.5,Business Finance
414744,Learn How to File Taxes for Uber and Lyft Drivers,https://www.udemy.com/learn-how-to-file-taxes-from-uber-lyft/,294,5,25,All Levels,2.0,Business Finance
537286,Learn the Basics of the Wave Principle:,https://www.udemy.com/the-basics-of-the-wave-principle/,27,4,10,Beginner Level,1.5,Business Finance
1123226,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,https://www.udemy.com/power-of-engulfing-candlestick-patterns-in-forex-trading/,375,10,26,All Levels,3.5,Business Finance
1170626,Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,94,11,25,All Levels,2.0,Business Finance
1016996,Introduction to Corporate Finance (Mergers & Acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,2080,83,30,Beginner Level,1.5,Business Finance
1046992,Forex & Financial Market Trading Tutorial- Online Strategies,https://www.udemy.com/forex-education-school-pforex/,3137,30,69,All Levels,9.0,Business Finance
929526,Learn to trade Candlestick Patterns,https://www.udemy.com/learn-to-trade-candlestick-patterns/,155,23,22,Intermediate Level,1.5,Business Finance
631276,High-Frequency Trading #2: Market Structure & Instruments,https://www.udemy.com/high-frequency-trading-2-market-structure-instruments/,1732,11,12,All Levels,0.6833333333333333,Business Finance
86558,The Art Of Financial Valuation With Certificate,https://www.udemy.com/learn-how-to-think-like-a-financier-leadership-in-finance/,3372,12,12,All Levels,2.0,Business Finance
